LETRA;NOMBRE;OBJETO;SERVICIOS;UBICACIÓN;TEL;WEB;TAG;
F;Fundación Internacional de Cabalgantes y Actividades Ecuestres, A.C. FICAE;Llevar a cabo diferentes actividades de sensibilización, difusión, formación, investigación, análisis, promoviendo programas para la atención de personas con discapacidad. ;Tratamientos terapéuticos en salón o con la asistencia de animales , con costos accesibles para niñez, jóvenes, personas mayores y adultas: Equino terapia, Integración sensorial, Terapia psicológica, Terapia física y Estimulación temprana. Becas en diagnóstico;Manuel Gómez de Castro 4615 y Rangel Frías, Col. Burócratas del Estado Monterrey  N.L;8183713131;ficaemexico@ficaemexico.org   http://www.ficaemexico.org/  ;Educación/Discapacidad;
F;Fundación San Gabriel, A.C.;Ayudar a las personas mayores en estado de desprotección, formando asilos para atenderlas, incluyendo a quienes pueden ser atendidos en otro lugar. ;Asilos y atención para personas mayores;Marte 298 esq. con Neptuno, Col. Contry la Silla, Monterrey, N.L. C.P. 64860;8183577086, 8183577374, 8188809810;procuracionfsg@gmail.com;Personas mayores/ Asilo;
F;Fundación Karla de la Cuesta, A.C. (Alas Abiertas);"Buscamos promover la denuncia para que cualquier víctima de cualquiera abuso, especialmente a las víctimas de trata de personas, para que con su denuncia obtengan: Verdad y Justicia. 
Promovemos una cultura de denuncia, de sensibilización contra la trata de personas y de protección y asistencia a las víctimas. Así como buscar atención para personas que tienen hijos e hijas o familiares desaparecidos";Conferencias, Capacitaciones,  Atención a Sobrevivientes y Obras de Teatro. Vinculación de padres y madres que buscan a sus hijos desaparecidos.;Emilio G. Baz 4, Col. Independencia, Naucalpan de Juárez, Estado de México.;55 3298 9922;"http://alasabiertas.org/
Instagram: @alasabiertasmx
Twitter: @alasabiertasOrg
Facebook: AlasAbiertasOrg";Trata de personas ;
G;Gente Pequeña de Nuevo León, A.C.;Aportar servicios para la atención de personas que presenten algún tipo de enanismo óseo, promoviendo su desarrollo, bienestar e integración en los ámbitos sociales, educativo, laboral, político, artístico y deportivo.;Orientación y apoyo a personas con enanismo y a sus familias.  ;;8115559951;rossyayala_804@hotmail.com;Discapacidad;
G;Grupo de Autoapoyo el Roble, A.C.;Integrar un grupo de personas por tema de VIH-SIDA en coordinación con gente voluntaria, viendo la problemática social que viven, se organicen y trabajen para mejorar la calidad de vida de esas personas. ;Grupo de Autoapoyo para mujeres que viven con VIH: Banco de medicamentos, Trabajo social, Centro de masajes, Terapias ocupacionales, Promoción del autoempleo, Comunidad LGBTI, Grupo de autoapoyo para personas con VIH, Apoyo emocional, Talleres de prevención del VIH y otras ITS, Pruebas rápidas de detección del VIH;Tlacopan S/N Norte, entre Tolteca y Maya, Col. Unidad Modelo, C.P. 64140, Monterrey, N.L.;8183101938, 8115037828;;Mujeres/VIH;
I;Instituto de la Mujer Restaurada, A.C. IMER;Prevención de violencia intrafamiliar y explotación.;Asesoría legal y pláticas sobre derechos de las mujeres.;;81 2473 7843;;Mujeres/Educación ;
I;INGENIUM, A.B.P.;Proveer de la mejor infraestructura médica, legal laboral y sobre todo, educativa, para apoyar a personas con alguna enfermedad mental y sus familias por medio de impartición de clases sobre el tema, discusiones y consultoría, así como el establecimiento de lugares de reposo y recuperación donde puedan permanecer y ser acogidos.;"Grupos de apoyo para familiares de personas con diagnóstico psiquiátrico, Consulta psiquiátrica y psicológica, Conferencias, capacitaciones y talleres, Consulta dental, Medicamentos psiquiátrico y Estudios de laboratorio
";;8180409418;contacto@ingenium.org.mx www.ingenium.org.mx;Salud Mental ;
I;Inspirando Vidas Hombres, A.C.;La atención a requerimientos básicos de subsistencia en materia de alimentación, vestido y vivienda, la asistencia o rehabilitación médica o a la atención en establecimientos especializados, así como la asistencia jurídica y apoyo en distintos ámbitos sociales. ;Establecimiento Especializado en Adicciones para hombres.;Framboyanes 105, colonia Del Prado, Monterrey, Nuevo León, C.P. 64410;8139120433 8126461549;inspirandovidasach@gmail.com;Pevención de Adicciones;
I;Inspirando Vidas Mujeres, A.C.;La atención a requerimientos básicos de subsistencia en materia de alimentación, vestido y vivienda, la asistencia o rehabilitación médica o a la atención en establecimientos especializados, así como la asistencia jurídica y apoyo en distintos ámbitos sociales. ;Establecimiento Especializado en Adicciones para Mujeres.;Isaac Garza, número 1845, colonia Centro de Monterrey, Nuevo León, C.P. 64000;8125182907         8110031065;ivacmujeres@gmail.com  https://www.facebook.com/Inspirando-VIDAS-Mujeres-100800615795786/;Pevención de Adicciones;
I;Instituto Nacional de Consultoría Familiar, A.C.;"Brindar asistencia jurídica y representación legal gratuita a personas que se encuentren en una situación a peramente o transitoria de vulnerabilidad o exclusión social para garantizar el ejercicio pleno de los derechos humanos y procurar su bienestar social y acceso a los bienes y servicios públicos. 

Proporcionar apoyo asistencial para satisfacer sus requerimientos básicos de alimentación, incluyendo despensas y vestidos, así como los medicamentos necesarios para un adecuado tratamiento y prevención de la salud.  ";Diplomados en mediación familiar y terapia de pareja.;Juan José Hinojosa 4301 Col. Cedros;;institutonacionalcf.ac@gmail.com   https://www.facebook.com/InstitutoNCF;Mujeres/ Educación/ Familia/ Niñez;
I;Instituto Down Monterrey, A.B.P.;Proporcionar asistencia en materia educativa dirigida a Personas con Síndrome de Down para lograr un mayor desarrollo dentro de la Sociedad.;"Se promueve el desarrollo integral de las Personas con síndrome de Down desde los 45 días de nacidos hasta la vida adulta a través de programas educativos,  atención médica y psicológica, acompañamiento y apoyo familiar y proyectos comunitarios de inclusión y campañas informativas.

";"
San Pío X 1100 Sur, Col. Pío X, Monterrey, N. L.
";"81 8345 7790


";"https://downmonterrey.mx/instituto-down/quienes-somos/
downmty.direccion@gmail.com";Niñez/Educación/ Discapacidad;
I;Instituto Multidisciplinario contra las Dependencias, A.C.;Brindar un modelo de atención integral y de calidad para que aquellos que sufren una adicción pueden reintegrarse como miembros productivos de la sociedad.;; Israel Cavazos #330, Colonia 31 de diciembre, Código Postal 67200 Guadalupe, N.L.,;8118476462;INMUDEE@gmail.com;Pevención de Adicciones;
I;Internamiento Residencial Rescatando Vidas, A.C.;Rehabilitar a personas con problemas de drogadicción y/o alcoholismo, abarcando su aspecto físico, mental y espiritual, contribuyendo en su realización social de manera digna y eficiente, prevenir la dependencia  a las drogas y al alcohol mediante programas de intervención social específicos e inespecíficos, crear programas, centros y servicios de información y orientación sobre dependencia  a las drogas y al alcohol.;"Atención Psicológica, Atención Medica, Atención Psiquiátrica (en algunos casos), Entrevistas iniciales, Estudio antidoping, Programa de 12 pasos A.A y N.A, Comunidad terapéutica, Terapia Autoayuda,  individual y grupal, Temas bíblicos, Orientación y terapia familiar
Instalaciones limpias y seguras para su recuperación y Trato Digno.";23 de abril, número 1257, colonia Francisco I. Madero, municipio de Monterrey, Nuevo León;"828 114 2374 
81 2160 3245";Diegogaona430@gmail.com https://www.facebook.com/Internamiento-Residencial-Rescatando-Vidas-AC-111275397991653;Pevención de Adicciones;
I;Invidentes Unidos de Monterrey, A.C.;Proporcionar capacitación para el trabajo, alimentación y apoyos económicos a personas de escasos recursos, con deficiencia visual, y personas ciegas para que puedan tener un mejor desarrollo de vida. ;" Certificación de masajistas, masajes deportivos, dislocaciones, masoterapias.
Clases de música, de uso de máquina Perkins, uso del bastón, orientación y movilidad para personas ciegas.
Música de duetos, tríos o grupo norteño para amenizar eventos sociales. 
";Rayón 755 sur, entre Padre Mier y Matamoros, Col. Centro, Monterrey, N.L.;8183429884 8183429883;invidentesunidosmonterrey@hotmail.com;Discapacidad ;
I;Institución Renace, A B.P. ;Implementar programas que tengan por finalidad la readaptación y reintegración social de personas que se encuentren privadas de la libertad, así como la prestación de servicios jurídicos gratuitos a personas indiciadas, procesadas o sentenciadas por algún delito o falta administrativa. ;Atención jurídica y psicosocial a personas privadas de la libertad y a sus dependientes y/o familiares.;José María Morelos  No. 1032 Ote.. entre Mina y Naranjo Col. Centro, Monterrey, N.L. C.P. 64000 ;8110528930;direccion@renace.org.mx  www.renace.org.mx;Penitenciario;
J;Jóvenes por losDerechos Humanos México, A.C.;Enseñar a los jóvenes los derechos humanos, específicamente la Declaración Universal de los derechos humanos  de las Naciones Unidas, e inspirarlos a convertirse en defensores valiosos de la tolerancia y la paz. ; ;Bahía de todos los Santos número 175-1, Colonia Verónica Anzures, C.P. 11300, Miguel Hidalgo, Ciudad de México;;www.jovenesporlosderechoshumanos.org www.jovenesporlosderechoshumanos.mx, www.yhri.org, www.youthforhumanrights.org  www.unidosporlosderechoshumanos.mx;Educación/ Jóvenes;
L;La Divina Providencia, A.B.P.;Promover, fomentar, patrocinar o dirigir programas o eventos para el desarrollo cultural, educativo y asistencial para las personas de escasos recursos económicos. ;Apoyo al Adulto Mayor, personas con discapacidad, donativos en especie de alimentos, medicamentos, agua, colchones, ropa, zapatos, muebles, entre otros apoyos.;Doctor Coss y General Carlos Salazar # 802, Col. Centro,  Monterrey, Nuevo León, C.P. 64000,;8183404031;divinaprovidenciadivina@hotmail.com, kenia_cbtz@hotmail.com;Asistencia Social/ Personas mayores;
L;Libertad, Éxito y Nueva Vida, A.C.;Preservar la vida sin adicción y aliviar el dolor de la familia, dentro del respeto a la dignidad con la voluntad de restablecer su capacidad de elección y autonomía y con la convicción de que cada paciente tenga derecho a una vida digna y merezca ser ayudado en momento de necesidad o soledad la misión de nuestro tratamiento es que nuestras pacientes retomen el control de sus vidas parando el alto de dañar a los que las rodean y a ellos mismos.;"Tratamiento psicológico mediante psicoterapia individual y grupal, dinámicas grupales y acompañamiento de consejeros en adicciones. Asimismo, ofrece talleres de aprendizaje basados en el programa de los Doce Pasos para la rehabilitación de las adicciones, pláticas de formación bíblica, actividades de ejercicio físico y reuniones de grupos de apoyo como Alcohólicos Anónimos y Narcóticos Anónimos, con el propósito de favorecer la recuperación integral de las personas usuarias.
";"Arabia #421 Lomas del Pedregal,  Apodaca, N.L.

";"8114869478  8180192672
";lenviac3@gmail.com;Pevención de Adicciones;
L;Libre Mariposa, A.C.;"Tiene como beneficiarios en todas y cada una de las actividades asistenciales que realiza a personas, sectores y regiones de escasos recursos; comunidades indígenas y grupos vulnerables por edad, sexo, nacionalidad o problemas de discapacidad. ";Brindar Atención y dar seguimiento a casos especiales de vulnerabilidad que se presenten.                                                                                   Asistencia jurídica en temas migratorios.                                                                                                                                                          Orientación social, educación o capacitación para el trabajo.                                                                                                                                         Acciones para mejorar la economía y autosuficiencia popular.                                                                                                                                    Fomento educativo, cultural, artístico, científico y tecnológico. ;Cenizo #139 Colonia Mirasol, Monterrey Nuevo León ;81 1425 5012;"libremariposamty@gmail.com  https://www.facebook.com/LibreMariposaAC                                      
libremariposa.org       ";Migración;
M;Mexpos Mexicanas Positivas ICW-México Comunidad Internacional de Mujeres con VIH, A.C.;Asistencia o rehabilitación médica o a la atención en establecimientos especializados, orientación social, educación o capacitación para el trabajo impulsando y promoviendo la participación de las mujeres positivas al VIH en los espacios donde se debaten las políticas públicas y se toman decisiones que influyen en la vida de las personas con el virus.;Promoción y protección de derechos sexuales y reproductivos, impulso y desarrollo de leyes, políticas y programas inclusivos para las mujeres que viven con VIH, en apoyo de sociedad civil, y actores no gubernamentales.;Las Carabelas 113, Col. Barrio Santa Isabel, Monterrey, N.L.;8183101938  8115037828;"icwmexico.ec@gmail.com; hildae_99@yahoo.com  https://asociacioncivil.co/ong/mexpos-mexicanas-positivas-icw-mexico-comunidad-internacional-de-mujeres-con-vih/";VIH/ Mujeres/Penitenciario ;
M;Manos que Sanan, A.C.;"Visitar hospitales para llevar y repartir comida a las personas internadas y sus familiares, brindar ayuda humanitaria, realizar actividades culturales, presentaciones de música y teatrales, otorgar apoyo económico y moral a niños y personas con discapacidad física, habilidades especiales, brindar repartición de despensas a personas de bajos recursos; facilitar la atención de servicios de salud a las comunidades indígenas, zonas rurales y/o marginadas";Apoyo a familias: donaciones de medicamentos, artículos de necesidad prioritaria, donación de sangre, apoyo psicológico, donación de canasta básica, ropa, juguetes, realización de actividades culturales y de esparcimiento;Albino Espinosa Oriente número 1714, Centro, de Monterrey, Nuevo León,;8136720277;manosquesananac@hotmail.com   https://www.manosquesanan.com/;Salud/Niñez;
M;Mediación y Conciliación Génesis;La administración y realización de servicios de mediación, conciliación, arbitraje y cualquier otro método alternativo de resolución de conflictos reconocido por la legislación vigente, por cuenta propia o de terceros en el ámbito nacional e internacional.;Servicios de Mediación y Conciliación en conflictos familiares, comerciales, familiares, con perspectiva de derechos humanos y grupos en situación de vulnerabilidad. Asesoría jurídica a bajo costo. Centro educativo certificado para la formación de facilitadores a certificarse por el Instituto de Mecanismos Alternativos del Poder Judicial del Estado de N.L. ;Calle 8 Oriente 106, Col. López Mateos, Sta. Catarina, N.L. CP 66360;8115729827;mediaciongenesis@outlook.com   centrogenesis.com.mx  @mediacion_genesis;Mediación/Educación/Legal;
M;Milagro de Vida, A.C. (Paraguay);Atención a requerimientos básicos de subsistencia en materia de alimentación, vestido y vivienda, la asistencia o rehabilitación médica o la atención en establecimientos especializados, así como la asistencia jurídica y apoyo en distintos ámbitos sociales.;Atención para personas con problemas al consumo de sustancias Psicoactivas;"Av. Apolo 4226 Col. El Porvenir C.P 64206 Monterrey
 Nuevo León México
";"8110911368
";"milagrodevidaelporvenir@gmail.com
";Personas mayores/Recreación;
M;Milagro de Vida El Porvenir, A.C. (Cumbres);Promover y Gestionar Servicios de alta calidad en el tratamiento contra las adicciones, dirigido a la población en general de consumidores a sustancias psicoactivas, aplicando metodología comprobada y actualizada continuamente, garantizando buenas prácticas, con sentido humano mediante la capacitación, entrenamiento y certificación del personal que labora en la institución;Atención para personas con problemas al consumo de sustancias Psicoactivas;Juan de Ayolas 2852, colonia Cumbres 4to Sector, Monterrey, Nuevo León, C.P. 64919;"8113603897
8123581938";UnmilagrodevidaAC@gmail.com https://www.facebook.com/UMVAC;Pevención de Adicciones;
M;Movimiento Cultura de Altura, Cultura Perrona, A.C.;Difundir la cultura del respeto y la defensa de los animales, promover una debida convivencia con los animales, principalmente perros y gatos, así como difundir la cultura de la tenencia responsable, así como acercar servicios veterinarios a bajo costo hacia las comunidades que más lo necesitan.;Servicios veterinarios a bajo costo a las comunidades que más lo necesitan: campañas de esterilización sin costo, campañas de desparasitación, campañas de adopción, campañas de recolección de periódico, servicios de higiene a bajo costo, canalización con atención veterinaria.;Privada Parque de Santo Domingo 909 San Nicolás de los Garza;8125283583  8131317177;cultura.perrona.10@gmail.com;Niñez/Educación/Bienestar animal ;
N;Nacer, Amar y Trascender, A.C.;Creación de clínicas de rehabilitación para hombres y mujeres, con la finalidad de brindarles el apoyo necesario para tal efecto. ; ;Alfonso XIII 801, colonia Los Reyes, municipio Juárez, Nuevo León, C.P. 672777;;naceramarytrascender.ac@hotmail.com ;Pevención de Adicciones;
N;Nubarrón de Vida y Esperanza, A.C.;Brinda tratamiento para las adicciones y alcoholismo a varones mayores de 18 años y menores de 59, acompañándolos en su proceso de desintoxicación y desarrollando habilidades que les permitan reinsertarse nuevamente a la sociedad.;"Tratamiento residencial por 6 meses, Terapia psicológica individual y grupal, Consejería en adicciones individual y grupal, y Servicio médico.
";Galeana 122, poniente, Colonia Nuevo León, Guadalupe, Nuevo León, C.P. 67190;8187078003;nubarronve@gmail.com https://www.facebook.com/Nubarron-de-Vida-y-Esperanza-AC-103427431496175/;Pevención de Adicciones;
O;Observatorio de los Derechos de las Víctimas del Delito en Condición de Orfandad, A.C.;Restituir los derechos vulnerados de niños, niñas y adolescentes víctimas del delito en condición de Orfandad;"Terapias Psicológicas a víctimas indirectas por el delito de feminicidio, Manejo del duelo, Asesoría legal, inicio y seguimiento de juicios; gestoría social. "; Río Guadalquivir 433, piso 3, oficina 19;8141513303 8122843442;odnnaof@gmail.com;Niñez/ Mujeres;
O;Organización El Clóset LGBT, A.C.;Concientizar sobre el respeto y la no discriminación, buscando la visión de igualdad para todas las personas sin importar su orientación sexual, contribuir a mejorar la calidad de vida de los individuos promoviendo siempre los derechos humanos;"Atención a problemáticas LGBTQ+ 
Asesoría legal: matrimonio igualitario, discriminación laboral, cambio de identidad de género, negativas de adopción, 
Contención psicológica: asesoría personal, familiar y/o laboral, entre otros.
Educación: conferencias, talleres, diplomados, certificaciones sobre diversidad - sexo genérica.
";Chapultepec 305 Col. Regina, Monterrey, N.L.;;elclosetlgbtac@gmail.com;LGBTTTQ+;
P;Padres y Madres del Arcoíris, A.C.;Proporcionar información confiable y científica sobre los diversos tópicos de la diversidad sexual, que permita comprenderla, contra los mito, miedos y prejuicios sociales. ;Brindar acompañamiento a madres y padres  en el proceso de aceptación de la orientación sexual o identidad de genero de sus hijas e hijos de la diversidad sexual así como orientación a familiares y amigos.;Río Amazonas Col. Del Valle, San Pedro;8117904578;padresymadresdelarcoiris@gmail.com  https://www.facebook.com/PadresyMadresdelArcoiris;Salud Mental/ LGBTTTQ+;
P;Paso de Esperanza, A.C. ;Atención humanitaria, médica, psicológica y jurídica a personas migrantes extranjeras y mexicanas de sectores originarios de escasos recursos, comunidades indígenas o grupos en situación vulnerable, así como personas solicitantes de refugio en México. ;Orientación legal para personas en situación de migración, acompañamiento jurídico a solicitantes de refugio, vinculación con empresas para laborar de manera temporal, vinculación interinstitucional para lograr ejercicio de derechos para personas en situación de migración.;Zaragoza 1000 int. 612, Condominio Acero, Col. Centro;8183444624;"direccion.pasodeesperanza@gmail.com; directorgeneral.peac@gmail.com  http://pasodeesperanza.com.mx/ https://pasodeesperanza.wordpress.com/";Migración/Legal;
P;Pequeños Gigantes Mexicanos, A.C.;Proteger los derechos humanos de niñas, niños y adolescentes que viven y egresan de Casas Hogar ;Atención, formación, asesoría a Casas Hogar y generación de políticas públicas a favor de esta población;Vía Angélica 121, Col. Fuentes del Valle, San Pedro Garza García  ;8182549574;pequenosgigantes.mty@gmail.com;Niñez;
P;Personas con Voz, Vida y Salud, A.C. ;Acompañar a personas diagnosticadas y que viven con VIH, Sida y otras ITS, crear grupos psicoeducativos que fomenten el respeto de los derechos humanos.;Difusión preventiva y  gestoría para la atención integral de esta población  con VIH en situación de vulnerabilidad ;Washington 943 entre Platón Sánchez y Diego de Montemayor (Barrio Antiguo), Col. Centro Monterrey, N.L.;8183139083 83451104 ;pvvsac@prodigy.net.mx  http://www.pvvsac.org/;VIH;
P;PILECKY, A.C. (Suma tu Salud);"La asociación es una organización sin fines de lucro que tiene como beneficiarios en toda y cada una de las actividades asistenciales que realiza a personas, sectores y regiones de escasos recursos; comunidades indígenas y grupos vulnerables por edad, sexo o problemas de discapacidad.";Psicoterapia, terapia de pareja, terapia familiar, neuroeducación, Talleres psicoeducativos, programa de pacientes donantes, asesoramiento y orientación en temas de salud mental.;Ignacio Allende 836, Col. Centro, C.P.  64000, Monterrey Nuevo León.;"8180830870
";"contacto@sumaatusalud.org
";Salud mental/ Niñez/Educación;
P;Promoción de Paz, A.B.P.;Centros de acompañamiento con el objetivo de apoyar a todas las personas que cumplan su condena en centros penitenciarios, y apoyo en la defensa y promoción de los derechos humanos. ;Crear una serie de programas para que sean implementados en los Centros Penitenciarios, Centros de Internamiento para Adolescentes, Centros de Rehabilitación de Adicciones para personas de escasos recursos y Colonias localizadas en polígonos de violencia y pobreza.;Rodrigo Gómez 499 Fracc. Simón Bolívar  (De lado del Oxxo justo debajo de la estación del metro;8183717435;promociondepaz@gmail.com  www.promociondepaz.org.mx;Personas privadas de la libertad, educación. ;
P;Proyecto Camelias, A.C.;Brindar apoyo, sin fines de lucro a poblaciones vulnerables, en sus necesidades básicas, logrando el desarrollo armónico en su vida personal, social, psicológica, familiar y educativa, a través de la investigación, educación, capacitación, desarrollo personal y profesional, promoción para la productividad para superar la pobreza y desigualdad social y de género y lograr con ello una mejor calidad de vida;"Apoyo con víveres a las casas hogar o albergues, y personas de escasos recursos que lo soliciten, asistencia administrativa a las casas hogar que lo requieren.
 Educación para la salud a los diferentes grupos de la población, capacitación para la formación de cuidadores del adulto mayor y grupos de profesionistas.
 
";Piel Roja 307, Frac, Azteca, Guadalupe NL. ;;https://www.facebook.com/proyectocamelias;Personas mayores;
P;Psicólogos Profesionales de Nuevo León, A.C.;Unir esfuerzos y conocimientos para integrar nuevos recursos y acciones dentro del campo de práctica profesional de la psicología, además de concientizar a la sociedad con el objetivo de generar una cultura preventiva y de responsabilidad social sobre la importancia de la salud mental y sus campos de aplicación, enalteciendo la práctica profesional de las y los profesionales de la psicología y su integración e influencia en la sociedad. ;Consulta psicológica, cursos, talleres, diplomados, atención a empresas.;Ignacio Allende 1140 Ote. Centro, Monterrey, Barrio antiguo;8131077582;contacto@psicologosnl.com   http://www.psicologosnl.com/;Salud mental;
P;Puerto Seguro, A.C.;Prevención y rehabilitación de las adicciones como drogadicción, alcoholismo, tabaquismo, farmacodependencia etc. A personas de escasos recursos.;"Realizan pruebas antidoping. Ofrece tratamiento de 10 semanas de internamiento para conductas adictivas que comprende: Evaluación médica, historia y análisis clínicos, evaluación psicológica, psicoterapia individual, terapia de grupo, prevención de recaídas, plan continuo de cuidados. Diagnóstico y tratamiento de problemas médicos y psiquiátricos asociados a la dependencia de alcohol y drogas.
";Ignacio López Rayón 441 norte entre Tapia y M.M. del Llano, Col. Centro C.P. 64000 Monterrey, N.L.;8183740338 8183441614;puertoseguro3@hotmail.com  www.puertoseguro.com.mx;Pevención de Adicciones;
R;R.U.S. Centro de Tratamiento de Adicciones, A.C.;Organización sin fines de lucro dedicada a la rehabilitación de personas con dependencia al alcohol y otras sustancias, mediante atención médica especializada, orientación social, educación y capacitación para el trabajo. Asimismo, promueve y defiende los derechos humanos, contribuyendo a la reintegración y bienestar integral de las personas beneficiarias..;Atención psicológica, comunidad terapéutica, desarrollo de los 12 pasos;Encino 901 A Col.Chopo  Los Fresnos 4to sector, Apodaca, N.:L ;8139520194;sialavida1205@gmail,com  Facebook: @elcambioestaenmi;Pevención de Adicciones;
R;Red Estatal de Establecimientos de Adicciones de Nuevo León, A.C. ;La atención a requerimientos básicos de subsistencia en materia de alimentación, vestido y vivienda, la asistencia o rehabilitación médica o a la atención en establecimientos especializados, así como la asistencia jurídica y apoyo en distintos ámbitos sociales.;Servicios  y capacitaciones a organizaciones aliadas que atienden el tema de adicciones.;Ignacio López Rayón 465, norte, Colonia Centro de Monterrey, Nuevo León, C.P. 64000;;redestatalctxnl@gmail.com ;Pevención de Adicciones;
R;REINSERTA, A.C.;es una organización sin fines de lucro que, desde su fundación en el 2013, busca la atención y protección para niñas, niños y adolescentes en contacto con la violencia en México, a través de modelos integrales enfocados en la atención psicosocial.;Tienen distintos modelos de atención:  Niñez y prisión, Sobrevivientes y Reinserción;"Insurgentes Sur 476-piso 3, Hipódromo Condesa, Cuauhtémoc, 06760 Ciudad de México, CDMX

";8152021851; contacto@reinserta.org  https://reinserta.org/;Penitenciario;
R;Renacimiento Espiritual 15 de Enero, A.C. (Escobedo);Brindar de forma accesible y eficiente, servicios de rehabilitación a jóvenes y adultos con dependencia a sustancias legales como ilegales. Brindando herramientas para el desarrollo personal a través de un servicio profesional y humanitario.;Internamiento residencial, atención psicológica, atención médica, talleres ocupacionales, talleres de prevención y consejería.;Calle Séptima 629, Praderas de Girasoles General Escobedo Nuevo León ;8140652449;"

renacimientoespiritual15@gmail.com";Pevención de Adicciones;
R;Renacimiento Espiritual 15 de Enero, A.C. (Nuevo Amanecer);Asistencia, rehabilitación médica y la atención en establecimientos especializados y en general, todo lo relacionado con la protección de la salud y al derecho de tener una vida sana. ;Tratamiento contra las adicciones ;Av. Costa Rica 205 Colonia Nuevo Amanecer Apodaca Nuevo León.   Av. Primera 426 Col. Nueva Las Puentes, Apodaca, Nuevo León;8119847565;"

renacimientoespiritual15@gmail.com";Pevención de Adicciones;
R;Renacimiento Espiritual, A.C.;Asistencia, rehabilitación médica y la atención en establecimientos especializados y en general, todo lo relacionado con la protección de la salud y al derecho de tener una vida sana. ;Tratamiento contra las adicciones ;Av Primera 426 Col. Nueva las Puentes, Apodaca, Nuevo León;;renacimientoespiritual15@gmail.com;Pevención de Adicciones;
R;Rescatando Vidas, A.C. (Internamiento);Rehabilitación de adicciones (física y mental).;Comunidad terapéutica de 12 pasos y atención psiquiátrica.;23 de abril 1257, Fco. I. Madero, Monterrey . ;81 2160 3245;;Pevención de Adicciones;
R;Rompiendo Cadenas 4 de Enero, A.C.;"Somos una institución que trabaja en el tratamiento integral de las adicciones a través de metodologías de prevención, rehabilitación y reinserción social en personas que están pasando por un proceso de desintoxicación reduciendo el daño al tejido social de nuestra sociedad. 

";Tratamiento integral de las adicciones;Calle Josefa del Bosque 208, col. Mujeres ilustres, Apodaca Nuevo León C.P. 66635;8118673026  8120232298;;Pevención de Adicciones;
S;Salud Mental para Indigentes, A.C.;"Rescatar a mujeres con trastornos psiquiátricos que viven o sobreviven en situación de calle, brindándoles un hogar, alimentos y atención médica especializada, procurando su estabilización física, mental y emocional; a fin de recuperar su dignidad de persona y reintegrarse a la sociedad";"Se ofrece albergue exclusivo a mujeres de 18 a 59 años, que se encuentran con una condición de salud mental, viviendo o sobreviviendo en calle y que no cuenta con una red  de apoyo, se les brinda un hogar, atención médica psiquiátrica, dental, ginecológica etc. acompañamiento espiritual, emocional y ofreciéndoles una vida digna. Consulta psiquiátrica a personas de 12 a N cantidad de años, donde se brinda de manera gratuita atención y en algunos casos donación del medicamento para la población más vulnerable dando diagnósticos oportunos. Se brindan herramientas para que las residentes puedan salir y reinsertarse a la sociedad ya sea de manera familiar o laboral y poder vivir una vida digna fuera del albergue.
";"Jerónimo Treviño 636 Ote. Entre Zuazua y Zaragoza, entro de Monterrey.

";8118733959;"
trabajosocial@sampin.com.mx";Mujeres/Salud mental;
S;Sexualidades, A.C.;Promover, implementar y orientar sobre la  información y educación de la sexualidad a la sociedad en general.;Centro comunitario, atención psicológica, programas de prevención y salud reproductiva, y de empoderamiento de las mujeres a través del desarrollo de su autoestima. Talleres para niñas y niños, de forma individual, de pareja y grupal.;Huichapan 882,Tulancingo, Col. Mitras Centro, C.P.64460 Monterrey, N.L./ Hermosillo 3303, planta baja, Col. Mitras, Centro, Monterrey . ;8118740688 8119346625;;"oraliallanes@sexualidades.com.mx; informate@sexualidades.com.mx";
S;Solidaridad en el éxodo, A.C. CasaNicolás.;Reducir la condición de vulnerabilidad de las personas migrantes nacionales y extranjeras en su paso por la Zona Metropolitana de Monterrey, al brindarles asistencia humanitaria y protección integral, a través de una estadía en un albergue seguro, asesoría jurídica y psicosocial, así como de acompañamiento pastoral.;Albergue para personas en situación de migración ;Emiliano Zapata 4711 esq. Serafín Peña, Col. Guadalupe Victoria, en Guadalupe N.L.;8180073569, 8115224839, 8121698232;"casanicolas.incidencia@gmail.com; nellymorales6718@hotmail.com  https://www.casanicolas.org/";Migración/ Albergue ;
S;Superación Amor y Luz, A.C. (Colonia Mujeres Ilustres, Apodaca);"Somos una institución que trabaja en el tratamiento integral de las adicciones a través de metodologías de prevención, rehabilitación y reinserción social en personas que están pasando por un proceso de desintoxicación reduciendo el daño al tejido social de nuestra sociedad. 

";Tratamiento integral de las adicciones;Calle Josefa del Bosque 208 Col. Mujeres Ilustres, Apodaca Nuevo León C.P. 66635;8118673026  8120232298;;Pevención de Adicciones;
S;Superación Amor y Luz, A.C. (Robles, Apodaca);"Otorgar tratamiento profesional y multidisciplinario a personas que sufren de una adicción, por medio de un servicio de calidad, basado en modelo de comunidad terapéutica, siempre respetando sus derechos humanos y su integridad.
";Centro de apoyo y tratamiento para personas con alcoholismo y/o adicciones, brindando terapia psicológica, psiquiátrica, espiritual, médica y educativa.;"• Concepción Barragán 300 Col. Mujeres Ilustres, Apodaca, Nuevo León.
• Petra Zambrano 119 Col. Mujeres Ilustres, Apodaca, Nuevo León.
• Inspiración 331, Col. Residencial Los Robles, Apodaca, Nuevo León
";8132386938    8111695999    8120301304;superacionamoryluz@gmail.com;Pevención de Adicciones;
